date,sox_close,prior_prob,posterior_prob,prior_log_odds,evidence_log_odds,posterior_log_odds,contrib_pe_dev,contrib_ps_dev,contrib_price_momentum_z,contrib_dio_qoq,contrib_capex_surplus,contrib_sentiment_z
2024-09-06,3040.7427,0.3289,0.6331,-0.713,1.2584,0.5454,0.2273,0.2455,0.2238,0.0,0.0245,0.5373
2024-09-13,3040.201,0.3247,0.7129,-0.7322,1.6418,0.9096,0.3739,0.2684,0.1919,0.0,0.0074,0.8002
2024-09-20,3031.6585,0.3256,0.6642,-0.7279,1.4102,0.6822,0.072,0.2039,0.1989,0.0,0.0135,0.9218
2024-09-27,3002.5553,0.3268,0.623,-0.7228,1.2253,0.5025,0.3188,0.1454,0.2074,0.0,0.0531,0.5006
2024-10-04,3042.2282,0.3283,0.6832,-0.7157,1.4842,0.7685,0.0911,0.2459,0.2193,0.0,0.0474,0.8806
2024-10-11,3015.5364,0.3311,0.6812,-0.7033,1.4627,0.7594,0.1738,0.3843,0.24,0.0,-0.0037,0.6684
2024-10-18,3072.1122,0.3363,0.7945,-0.6799,2.0325,1.3526,0.5772,0.2098,0.2789,0.0,0.0419,0.9247
2024-10-25,3105.1191,0.3441,0.7108,-0.6452,1.5443,0.8991,0.327,0.1663,0.3369,0.0,0.0456,0.6685
2024-11-01,3123.8315,0.3325,0.7106,-0.6968,1.5951,0.8983,0.3058,0.3132,0.2509,0.0,0.0002,0.725
2024-11-08,3090.4405,0.3289,0.7241,-0.7131,1.6778,0.9647,0.3725,0.1699,0.2237,0.0,0.0374,0.8743
2024-11-15,3082.9639,0.3309,0.7093,-0.7039,1.5958,0.8919,0.3341,-0.0237,0.239,0.0,0.053,0.9934
2024-11-22,3178.1805,0.334,0.6935,-0.6901,1.5065,0.8164,0.307,0.2955,0.262,0.0,0.0016,0.6405
2024-11-29,3256.1188,0.3379,0.7004,-0.6728,1.5218,0.8491,0.3654,0.1781,0.2908,0.0,0.0078,0.6797
2024-12-06,3215.6164,0.3352,0.7521,-0.6847,1.7946,1.1099,0.6401,0.2083,0.271,0.0,0.0451,0.6301
2024-12-13,3262.1891,0.333,0.7302,-0.6945,1.6904,0.9959,0.2699,0.2385,0.2546,0.0,0.0289,0.8984
2024-12-20,3362.6146,0.3331,0.7054,-0.6941,1.5674,0.8734,0.3078,0.2249,0.2554,0.0,0.0346,0.7447
2024-12-27,3262.6268,0.329,0.6745,-0.7127,1.4413,0.7286,0.3991,0.2534,0.2244,0.0,0.0279,0.5365
2025-01-03,3346.0978,0.3355,0.5771,-0.6834,0.9943,0.3109,0.4553,0.1753,0.2731,0.0,0.0327,0.0579
2025-01-10,3330.8209,0.3345,0.805,-0.6879,2.1056,1.4178,0.4598,0.2647,0.2657,0.0,-0.0022,1.1176
2025-01-17,3418.3048,0.3524,0.8632,-0.6084,2.4503,1.8419,0.4973,0.2776,0.3982,0.0,0.054,1.2232
2025-01-24,3394.0982,0.3589,0.8277,-0.5801,2.1495,1.5694,0.2762,0.406,0.4453,0.0,0.059,0.9629
2025-01-31,3281.6787,0.3412,0.8402,-0.6578,2.3174,1.6595,0.5708,0.3108,0.3157,0.0,0.0234,1.0966
2025-02-07,3187.532,0.3248,0.6268,-0.7319,1.2505,0.5187,0.0498,0.0643,0.1924,0.0,0.0175,0.9266
2025-02-14,3229.6142,0.3269,0.6544,-0.7223,1.3608,0.6386,0.2752,0.2788,0.2084,0.0,-0.0109,0.6094
2025-02-21,3289.3397,0.3255,0.4975,-0.7287,0.7188,-0.0099,0.1118,0.1084,0.1977,0.0,0.0291,0.2718
2025-02-28,3201.6752,0.3175,0.6359,-0.7654,1.3228,0.5574,0.1457,0.1941,0.1366,0.0,0.0248,0.8216
2025-03-07,3289.2434,0.3061,0.5442,-0.8185,0.9956,0.1771,0.1025,0.077,0.048,0.0,0.0035,0.7647
2025-03-14,3114.4096,0.292,0.414,-0.8855,0.5382,-0.3473,-0.0268,0.1305,-0.0636,0.0,0.0162,0.4819
2025-03-21,3122.7786,0.2911,0.3452,-0.89,0.2497,-0.6403,-0.0209,-0.082,-0.0712,0.0,-0.0138,0.4376
2025-03-28,3006.0318,0.2875,0.397,-0.9077,0.4898,-0.4179,0.1174,-0.119,-0.1007,0.0,0.0014,0.5907
2025-04-04,2952.4815,0.2888,0.1694,-0.9014,-0.6883,-1.5897,-0.0378,-0.0772,-0.0901,0.0,-0.0293,-0.4538
2025-04-11,2972.142,0.2873,0.2736,-0.9086,-0.0676,-0.9762,-0.1519,-0.1156,-0.1022,0.0,-0.0106,0.3128
2025-04-18,2897.4982,0.2847,0.3275,-0.9211,0.2014,-0.7196,-0.001,-0.0222,-0.123,0.0,-0.0155,0.3631
2025-04-25,2872.987,0.2867,0.2536,-0.9116,-0.168,-1.0796,0.0491,-0.2509,-0.1072,0.0,-0.006,0.147
2025-05-02,2988.5392,0.2926,0.3221,-0.8829,0.1386,-0.7443,-0.245,-0.1552,-0.0594,0.0,-0.0133,0.6115
2025-05-09,2943.1397,0.2924,0.3401,-0.8836,0.2208,-0.6628,0.0166,-0.1575,-0.0605,0.0,-0.0086,0.4308
2025-05-16,3043.9399,0.2897,0.3765,-0.897,0.3927,-0.5043,0.0061,0.0257,-0.0828,0.0,0.0083,0.4354
2025-05-23,2938.8031,0.2805,0.2872,-0.9419,0.0329,-0.909,-0.2207,0.0408,-0.1576,0.0,-0.024,0.3944
2025-05-30,3007.9917,0.282,0.237,-0.9346,-0.2344,-1.1691,0.0334,-0.131,-0.1456,0.0,-0.0463,0.0551
2025-06-06,3174.7996,0.2827,0.2749,-0.9309,-0.0388,-0.9697,-0.1795,-0.1325,-0.1394,0.0,0.0214,0.3912
2025-06-13,2916.0294,0.2707,0.1684,-0.9909,-0.606,-1.5968,-0.2449,-0.1868,-0.2393,0.0,0.0054,0.0597
2025-06-20,2849.2776,0.2692,0.1905,-0.9985,-0.4485,-1.447,-0.3005,-0.0871,-0.252,0.0,-0.0491,0.2403
2025-06-27,2921.0724,0.2666,0.13,-1.012,-0.8889,-1.9009,-0.2951,-0.3126,-0.2745,0.0,-0.0112,0.0044
2025-07-04,2914.9189,0.2637,0.1273,-1.0268,-0.8979,-1.9246,-0.4783,-0.2137,-0.2991,0.0,-0.0368,0.13
2025-07-11,2967.3586,0.2672,0.1217,-1.0088,-0.968,-1.9769,-0.4997,-0.1185,-0.2692,0.0,-0.0193,-0.0613
2025-07-18,2919.467,0.2647,0.0907,-1.0215,-1.284,-2.3055,-0.0828,-0.1813,-0.2904,0.0,-0.0203,-0.7092
2025-07-25,2942.9122,0.2667,0.0989,-1.0113,-1.1984,-2.2097,-0.4182,-0.2001,-0.2734,0.0,-0.0296,-0.2771
2025-08-01,2941.5917,0.2692,0.1571,-0.9986,-0.6811,-1.6797,-0.4184,-0.1033,-0.2521,0.0,-0.0389,0.1316
2025-08-08,3076.5294,0.2704,0.1,-0.9925,-1.2049,-2.1974,-0.5758,-0.45,-0.242,0.0,-0.0363,0.0992
2025-08-15,3119.3078,0.2656,0.097,-1.017,-1.2135,-2.2305,-0.3973,-0.1581,-0.2828,0.0,-0.0439,-0.3313
2025-08-22,3171.7623,0.2701,0.0862,-0.9944,-1.3664,-2.3607,-0.4592,-0.2635,-0.2451,0.0,-0.0394,-0.3591
2025-08-29,3126.2275,0.2657,0.1274,-1.0166,-0.9074,-1.9241,-0.0682,-0.4085,-0.2822,0.0,-0.0269,-0.1217
2025-09-05,3074.244,0.2645,0.1623,-1.0229,-0.6181,-1.641,-0.1691,-0.1819,-0.2927,0.0,-0.0406,0.0662
2025-09-12,3028.2019,0.263,0.1101,-1.0303,-1.0596,-2.0899,-0.425,-0.1043,-0.305,0.0,-0.0136,-0.2116
2025-09-19,3057.9799,0.2645,0.0972,-1.0228,-1.2064,-2.2292,0.01,-0.2466,-0.2925,0.0,0.0034,-0.6806
2025-09-26,3013.2431,0.2641,0.128,-1.0247,-0.8942,-1.9189,-0.1759,-0.1399,-0.2957,0.0,-0.0381,-0.2446
2025-10-03,3033.4114,0.2636,0.1304,-1.0275,-0.8702,-1.8977,-0.3684,-0.0771,-0.3004,0.0,-0.0221,-0.1022
2025-10-10,3216.2109,0.2709,0.1503,-0.9899,-0.7421,-1.7321,-0.6,-0.0611,-0.2378,0.0,-0.0121,0.1688
2025-10-17,3293.8301,0.2716,0.1779,-0.9863,-0.5444,-1.5308,0.0745,-0.0241,-0.2318,0.0,-0.0122,-0.3509
2025-10-24,3255.0265,0.2692,0.1362,-0.9985,-0.849,-1.8475,-0.4756,-0.1291,-0.252,0.0,-0.0217,0.0292
2025-10-31,3365.8159,0.2724,0.146,-0.9824,-0.7839,-1.7664,-0.4858,-0.1756,-0.2252,0.0,-0.0063,0.109
2025-11-07,3317.8791,0.2721,0.1704,-0.9841,-0.5986,-1.5827,-0.1044,-0.3455,-0.228,0.0,-0.0117,0.091
2025-11-14,3108.3758,0.2654,0.1908,-1.0181,-0.4268,-1.445,0.0443,-0.2519,-0.2848,0.0,-0.0505,0.116
2025-11-21,3008.1537,0.2592,0.1065,-1.0501,-1.077,-2.1271,-0.156,-0.3488,-0.3379,0.0,-0.0121,-0.2222
2025-11-28,2833.3085,0.2517,0.0574,-1.0895,-1.7098,-2.7993,-0.3283,-0.0899,-0.4036,0.0,-0.0157,-0.8722
2025-12-05,2797.7635,0.252,0.0836,-1.0882,-1.3068,-2.395,-0.3222,-0.3233,-0.4015,0.0,-0.0486,-0.2113
2025-12-12,2793.7139,0.2508,0.0414,-1.0941,-2.0469,-3.141,-0.2927,-0.2995,-0.4114,0.0,-0.0331,-1.0103
2025-12-19,2928.6311,0.2526,0.1112,-1.085,-0.993,-2.0781,-0.2945,-0.2473,-0.3962,0.0,-0.0193,-0.0357
2025-12-26,2951.4973,0.2562,0.1008,-1.0658,-1.1222,-2.188,-0.3372,-0.2776,-0.3642,0.0,-0.0353,-0.1079
2026-01-02,2926.1941,0.2535,0.0832,-1.0802,-1.3188,-2.399,-0.3824,-0.1279,-0.3882,0.0,-0.0111,-0.4091
2026-01-09,2993.1517,0.2562,0.0555,-1.0658,-1.7676,-2.8334,-0.3868,-0.3442,-0.3641,0.0,0.0162,-0.6887
2026-01-16,2788.6175,0.2483,0.0302,-1.1076,-2.3605,-3.4681,-0.5411,-0.3059,-0.4339,0.0,-0.0507,-1.0289
2026-01-23,2802.7515,0.2497,0.0669,-1.1003,-1.5357,-2.6361,-0.4639,-0.3924,-0.4218,0.0,-0.062,-0.1957
2026-01-30,2861.9623,0.2547,0.0314,-1.0739,-2.3538,-3.4278,-0.6,-0.4227,-0.3777,0.0,-0.0258,-0.9275
2026-02-06,2729.2886,0.2534,0.062,-1.0805,-1.6359,-2.7164,-0.4118,-0.3588,-0.3886,0.0,-0.0181,-0.4585
2026-02-13,2817.4791,0.2554,0.0345,-1.07,-2.2628,-3.3328,-0.526,-0.2902,-0.3713,0.0,-0.0362,-1.0391
2026-02-20,2840.4553,0.2549,0.0576,-1.0729,-1.7212,-2.7941,-0.5464,-0.3325,-0.376,0.0,-0.0028,-0.4636
2026-02-27,2799.3862,0.2563,0.0742,-1.0653,-1.4581,-2.5234,-0.3511,-0.3506,-0.3633,0.0,-0.0578,-0.3353
2026-03-06,2846.9294,0.2558,0.098,-1.0681,-1.1512,-2.2193,-0.1805,-0.4251,-0.368,0.0,-0.0175,-0.1601
2026-03-13,3035.1707,0.2674,0.1566,-1.0081,-0.6759,-1.684,-0.1588,-0.2234,-0.268,0.0,-0.0366,0.0108
2026-03-20,3045.6602,0.2678,0.0626,-1.0059,-1.7011,-2.7069,-0.5137,-0.3629,-0.2643,0.0,0.0102,-0.5704
2026-03-27,3062.2487,0.2728,0.1788,-0.9806,-0.5436,-1.5242,-0.3883,-0.1049,-0.2222,0.0,0.019,0.1529
2026-04-03,3013.9239,0.2734,0.079,-0.9776,-1.4784,-2.4561,-0.1051,-0.1688,-0.2172,0.0,-0.0358,-0.9514
2026-04-10,2931.0551,0.2699,0.075,-0.9949,-1.5179,-2.5128,-0.4111,-0.3446,-0.246,0.0,-0.0338,-0.4823
2026-04-17,2998.2058,0.2757,0.1922,-0.966,-0.4698,-1.4358,-0.253,-0.193,-0.1978,0.0,-0.0016,0.1756
2026-04-24,2915.2079,0.2738,0.1733,-0.9754,-0.5871,-1.5626,-0.1577,-0.2494,-0.2136,0.0,-0.0279,0.0614
2026-05-01,2915.6364,0.2697,0.1541,-0.996,-0.7067,-1.7027,-0.4109,-0.1683,-0.2478,0.0,-0.0238,0.1442
2026-05-08,2868.0248,0.2699,0.1044,-0.995,-1.1547,-2.1497,-0.2546,-0.0649,-0.2462,0.0,-0.0223,-0.5667
2026-05-15,2903.5006,0.2679,0.0368,-1.0055,-2.2606,-3.2661,-0.479,-0.3995,-0.2637,0.0,-0.0626,-1.0558
2026-05-22,2926.7572,0.2731,0.1718,-0.9787,-0.5945,-1.5732,-0.3292,-0.167,-0.219,0.0,-0.0209,0.1415
2026-05-29,3012.0025,0.2742,0.079,-0.9736,-1.4826,-2.4562,-0.1877,-0.1879,-0.2105,0.0,-0.0337,-0.8628
2026-06-05,2959.8934,0.2662,0.0871,-1.014,-1.335,-2.349,-0.5299,-0.1552,-0.2779,0.0,-0.0351,-0.3369
2026-06-12,2930.0096,0.2754,0.2237,-0.9675,-0.277,-1.2444,-0.1597,-0.1426,-0.2003,0.0,0.0099,0.2158
2026-06-19,2838.116,0.2747,0.1538,-0.971,-0.7339,-1.7049,-0.2321,-0.2437,-0.2062,0.0,-0.0447,-0.0073
